3-15|---|---|---|---|---|---|---|$
0|0|0|0|0|T_Wand_3|0|0|$
0|0|0|0|T_Wand_2|0|T_Potion_4|T_Potion_7|$
0|0|0|T_Wand_1|0|T_Potion_1|T_Potion_3|T_Potion_6|$
0|T_Chest_1|T_Chest_2|T_Chest_3|0|0|T_Potion_2|T_Potion_5|$
0|T_Chest_4|T_Chest_5|T_Chest_6|0|0|0|0|$
0|0|0|0|0|0|T_Gold_1|0|$
0|0|0|0|0|0|T_Gold_2|0|$
0|0|0|0|0|0|T_Gold_3|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|7|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/4-1.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Wand|---|---|---|---|---|---|---|$
Potion|---|---|---|---|---|---|---|$
Chest|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
Rotate90|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(-2,0)|---|---|---|---|---|---|---|$
(0,-1)|---|---|---|---|---|---|---|$
(-6,-3)|---|---|---|---|---|---|---|$
(-1,-5)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|22|---|---|---|---|---|---|$
