3-5|---|---|---|---|---|---|---|$
0|T_Diamond_1|T_Diamond_2|T_Diamond_3|0|0|0|T_Wand_3|$
0|0|T_Diamond_4|0|0|0|T_Wand_2|0|$
0|0|0|0|0|T_Wand_1|0|0|$
0|0|0|0|0|0|0|0|$
0|0|T_Potion_1|0|0|0|0|0|$
0|T_Potion_2|T_Potion_3|T_Potion_4|0|0|0|0|$
0|T_Potion_5|T_Potion_6|T_Potion_7|0|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|0|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-6.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
Wand|---|---|---|---|---|---|---|$
Potion|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(1,0)|---|---|---|---|---|---|---|$
(7,0)|---|---|---|---|---|---|---|$
(2,-6)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|16|---|---|---|---|---|---|$
