4-2|---|---|---|---|---|---|---|$
T_Gold_1|0|0|0|0|0|0|0|$
T_Gold_2|0|0|0|0|0|0|0|$
T_Gold_3|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|7|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/4-3.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(-7,0)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|4|---|---|---|---|---|---|$
