2-4|---|---|---|---|$
T_Gold_1|0|0|0|0|$
T_Gold_2|0|0|0|0|$
T_Gold_3|0|0|0|0|$
0|0|0|0|0|$
0|0|0|0|0|$
--MetaData--|---|---|---|---|$
Grid_Type|1|---|---|---|$
Origin|0|4|---|---|$
isLastLevel|False|---|---|---|$
isRandomLevel|False|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/2-5.asset|---|---|---|$
--TreasureToFind--|---|---|---|---|$
Gold|---|---|---|---|$
--TreasureRotations--|---|---|---|---|$
None|---|---|---|---|$
--Hints--|---|---|---|---|$
(0,4)|---|---|---|---|$
--Tools--|---|---|---|---|$
Shovel|4|---|---|---|$
