3-14|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|T_Octopus_5|0|T_Octopus_4|0|0|0|$
0|0|T_Octopus_3|T_Octopus_2|T_Octopus_1|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|T_Gold_3|T_Gold_2|T_Gold_1|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|7|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-15.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Octopus|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
Rotate180|---|---|---|---|---|---|---|$
Rotate270|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(-4,-2)|---|---|---|---|---|---|---|$
(-4,-5)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|9|---|---|---|---|---|---|$
