2-12|---|---|---|---|---|---|---|$
T_Gold_1|0|0|0|0|0|0|0|$
T_Gold_2|0|0|0|0|0|0|0|$
T_Gold_3|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|0|7|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/2-13.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(0,7)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|4|---|---|---|---|---|---|$
