3-11|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|T_Gold_1|0|0|0|$
0|0|0|0|T_Gold_2|0|0|0|$
0|0|0|0|T_Gold_3|0|0|0|$
0|0|0|T_Diamond_1|T_Diamond_2|T_Diamond_3|0|0|$
0|0|0|0|T_Diamond_4|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|7|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-12.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(-3,-2)|---|---|---|---|---|---|---|$
(-3,-5)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|8|---|---|---|---|---|---|$
