10-1|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|0|T_Diamond_1|T_Diamond_2|T_Diamond_3|T_Gold_3|0|$
0|0|0|0|T_Diamond_4|0|T_Gold_2|0|$
0|0|0|0|0|0|T_Gold_1|0|$
0|0|0|0|0|0|T_Lizard_5|0|$
0|0|0|0|0|0|T_Lizard_4|0|$
0|0|0|0|T_Lizard_1|T_Lizard_2|T_Lizard_3|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|4|4|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/10-2.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
Lizard|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
Rotate180|---|---|---|---|---|---|---|$
Rotate90|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(2,1)|---|---|---|---|---|---|---|$
(2,0)|---|---|---|---|---|---|---|$
(-1,3)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|12|---|---|---|---|---|---|$
