2-9|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|T_Chest_3|T_Chest_6|0|$
0|0|0|0|0|T_Chest_2|T_Chest_5|0|$
0|0|0|0|0|T_Chest_1|T_Chest_4|0|$
0|T_Octopus_3|T_Octopus_5|0|0|0|0|0|$
0|T_Octopus_2|0|0|0|0|0|0|$
0|T_Octopus_1|T_Octopus_4|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|0|7|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/2-10.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Chest|---|---|---|---|---|---|---|$
Octopus|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
Rotate90|---|---|---|---|---|---|---|$
Rotate90|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(6,6)|---|---|---|---|---|---|---|$
(1,1)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|12|---|---|---|---|---|---|$
