3-3|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|T_Star_1|0|0|0|0|0|$
0|T_Star_2|T_Star_3|T_Star_4|0|0|0|0|$
0|0|T_Star_5|0|0|0|0|0|$
0|0|0|0|0|T_Octopus_4|T_Octopus_1|0|$
0|0|0|0|0|0|T_Octopus_2|0|$
0|0|0|0|0|T_Octopus_5|T_Octopus_3|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|0|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-4.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Octopus|---|---|---|---|---|---|---|$
Star|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
Rotate270|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(6,-6)|---|---|---|---|---|---|---|$
(2,-1)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|10|---|---|---|---|---|---|$
