4-4|---|---|---|---|---|---|---|$
0|0|0|T_Necklace_1|T_Necklace_2|T_Necklace_3|0|0|$
0|0|0|T_Necklace_4|0|T_Necklace_5|0|0|$
0|0|0|T_Necklace_6|T_Necklace_7|T_Necklace_8|0|0|$
0|0|0|0|T_Potion_1|0|0|0|$
0|0|0|T_Potion_2|T_Potion_3|T_Potion_4|0|0|$
0|0|0|T_Potion_5|T_Potion_6|T_Potion_7|0|0|$
0|0|0|T_Chest_1|T_Chest_2|T_Chest_3|0|0|$
0|0|0|T_Chest_4|T_Chest_5|T_Chest_6|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|0|---|---|---|---|---|---|$
Origin|7|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/4-5.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Necklace|---|---|---|---|---|---|---|$
Potion|---|---|---|---|---|---|---|$
Chest|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
A5|---|---|---|---|---|---|---|$
D5|---|---|---|---|---|---|---|$
G5|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|21|---|---|---|---|---|---|$
