1-6|---|---|---|---|$
0|0|0|0|0|$
0|0|T_Shards_3|T_Shards_4|0|$
0|T_Shards_1|T_Shards_2|0|T_Gold_1|$
0|0|0|0|T_Gold_2|$
0|0|0|0|T_Gold_3|$
--MetaData--|---|---|---|---|$
Grid_Type|0|---|---|---|$
Origin|0|0|---|---|$
isLastLevel|False|---|---|---|$
isRandomLevel|False|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/1-7.asset|---|---|---|$
--TreasureToFind--|---|---|---|---|$
Shards|---|---|---|---|$
Gold|---|---|---|---|$
--TreasureRotations--|---|---|---|---|$
None|---|---|---|---|$
None|---|---|---|---|$
--Hints--|---|---|---|---|$
B3|---|---|---|---|$
D5|---|---|---|---|$
--Tools--|---|---|---|---|$
Shovel|8|---|---|---|$
