3-2|---|---|---|---|---|---|---|$
0|0|0|0|0|0|T_Shards_4|0|$
0|0|0|0|0|0|T_Shards_3|T_Shards_2|$
0|0|T_Chest_1|T_Chest_2|T_Chest_3|0|0|T_Shards_1|$
0|0|T_Chest_4|T_Chest_5|T_Chest_6|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|T_Diamond_1|T_Diamond_2|T_Diamond_3|0|0|0|$
0|0|0|T_Diamond_4|0|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|0|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-3.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Chest|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
Shards|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
Rotate90|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(2,-2)|---|---|---|---|---|---|---|$
(3,-5)|---|---|---|---|---|---|---|$
(6,0)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|16|---|---|---|---|---|---|$
