3-9|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|T_Chest_1|T_Chest_2|T_Chest_3|0|0|0|$
0|0|T_Chest_4|T_Chest_5|T_Chest_6|0|0|0|$
0|0|T_Diamond_1|T_Diamond_2|T_Diamond_3|0|0|0|$
0|0|0|T_Diamond_4|0|0|0|0|$
0|0|0|T_Gold_1|0|0|0|0|$
0|0|0|T_Gold_2|0|0|0|0|$
0|0|0|T_Gold_3|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|7|7|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-10.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Chest|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(-5,6)|---|---|---|---|---|---|---|$
(-4,4)|---|---|---|---|---|---|---|$
(-4,2)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|16|---|---|---|---|---|---|$
