3-12|---|---|---|---|---|---|---|$
T_Gold_1|0|0|0|0|0|0|0|$
T_Gold_2|0|0|0|T_Lizard_5|T_Lizard_4|T_Lizard_3|0|$
T_Gold_3|0|0|0|0|0|T_Lizard_2|0|$
0|0|0|0|0|0|T_Lizard_1|0|$
0|0|0|T_Wand_3|0|0|0|0|$
0|0|T_Wand_2|0|0|0|0|0|$
0|T_Wand_1|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|7|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-13.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
Wand|---|---|---|---|---|---|---|$
Lizard|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
Rotate180|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(-7,0)|---|---|---|---|---|---|---|$
(-6,-6)|---|---|---|---|---|---|---|$
(-1,-2)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|13|---|---|---|---|---|---|$
