3-7|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|T_Diamond_1|T_Diamond_2|T_Diamond_3|0|0|0|0|$
0|T_Lizard_1|T_Diamond_4|0|0|0|0|0|$
0|T_Lizard_2|0|0|0|0|0|0|$
0|T_Lizard_3|T_Lizard_4|T_Lizard_5|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|T_Chest_1|T_Chest_2|T_Chest_3|0|$
0|0|0|0|T_Chest_4|T_Chest_5|T_Chest_6|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|7|7|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/3-8.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
Lizard|---|---|---|---|---|---|---|$
Chest|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(-5,6)|---|---|---|---|---|---|---|$
(-6,5)|---|---|---|---|---|---|---|$
(-1,0)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|17|---|---|---|---|---|---|$
