1-10|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|0|0|T_Diamond_4|0|0|0|$
0|0|0|T_Diamond_3|T_Diamond_2|T_Diamond_1|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|0|0|0|0|$
0|0|0|0|T_Gold_1|0|0|0|$
0|0|0|0|T_Gold_2|0|0|0|$
0|0|0|0|T_Gold_3|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|0|---|---|---|---|---|---|$
Origin|0|0|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/1-11.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
Rotate180|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
C5|---|---|---|---|---|---|---|$
F5|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|9|---|---|---|---|---|---|$
