10-3|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|0|0|T_Octopus_4|T_Octopus_1|0|0|$
0|0|0|0|0|T_Octopus_2|0|0|$
0|0|0|0|T_Octopus_5|T_Octopus_3|0|0|$
0|0|0|0|0|0|0|0|$
T_Diamond_3|0|0|0|0|T_Wand_3|0|0|$
T_Diamond_2|T_Diamond_4|0|0|T_Wand_2|0|0|0|$
T_Diamond_1|0|0|T_Wand_1|0|0|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|6|6|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/10-4.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
Octopus|---|---|---|---|---|---|---|$
Wand|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
Rotate90|---|---|---|---|---|---|---|$
Rotate270|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(0,-6)|---|---|---|---|---|---|---|$
(-1,4)|---|---|---|---|---|---|---|$
(-2,0)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|9|---|---|---|---|---|---|$
