2-12|---|---|---|---|---|---|---|$
0|0|0|0|0|0|0|0|$
0|0|T_Lizard_5|0|0|0|T_Diamond_1|0|$
0|0|T_Lizard_4|0|0|T_Diamond_4|T_Diamond_2|0|$
T_Lizard_1|T_Lizard_2|T_Lizard_3|0|0|0|T_Diamond_3|0|$
0|0|0|0|0|0|0|0|$
T_Necklace_1|T_Necklace_2|T_Necklace_3|0|0|T_Gold_3|0|0|$
T_Necklace_4|0|T_Necklace_5|0|0|T_Gold_2|0|0|$
T_Necklace_6|T_Necklace_7|T_Necklace_8|0|0|T_Gold_1|0|0|$
--MetaData--|---|---|---|---|---|---|---|$
Grid_Type|1|---|---|---|---|---|---|$
Origin|0|7|---|---|---|---|---|$
isLastLevel|False|---|---|---|---|---|---|$
isRandomLevel|False|---|---|---|---|---|---|$
Next_Level|Assets/Resources/ScriptableObjects/LevelData/2-13.asset|---|---|---|---|---|---|$
--TreasureToFind--|---|---|---|---|---|---|---|$
Gold|---|---|---|---|---|---|---|$
Diamond|---|---|---|---|---|---|---|$
Lizard|---|---|---|---|---|---|---|$
Necklace|---|---|---|---|---|---|---|$
--TreasureRotations--|---|---|---|---|---|---|---|$
Rotate180|---|---|---|---|---|---|---|$
Rotate270|---|---|---|---|---|---|---|$
Rotate90|---|---|---|---|---|---|---|$
None|---|---|---|---|---|---|---|$
--Hints--|---|---|---|---|---|---|---|$
(0,5)|---|---|---|---|---|---|---|$
(6,6)|---|---|---|---|---|---|---|$
(2,4)|---|---|---|---|---|---|---|$
(0,0)|---|---|---|---|---|---|---|$
--Tools--|---|---|---|---|---|---|---|$
Shovel|22|---|---|---|---|---|---|$
